name	chrom	txStart	txEnd	name2
NM_001105565	chr11	57066689	57074323	SMTNL1
NM_198183	chr11	57075703	57092379	UBE2L6
NM_012456	chr11	57052511	57054808	TIMM10
NM_001032295	chr11	57122280	57138902	SERPING1
NR_029673	chr11	57165246	57165335	MIR130A
NM_015959	chr11	57236570	57265021	TMX2
NM_015457	chr11	57192049	57225235	ZDHHC5
NM_001142597	chr11	57181791	57185913	CLP1
NM_153450	chr11	57227756	57236371	MED19
NR_026593	chr11	57236570	57265021	TMX2
NM_006831	chr11	57181791	57185913	CLP1
NM_001145101	chr11	57267561	57275829	BTBD18
NM_001144012	chr11	57236570	57265021	TMX2
NM_145008	chr11	57169135	57173993	YPEL4
NM_001317078	chr11	57227756	57236371	MED19
NM_170746	chr11	57265297	57267459	C11orf31
NR_037645	chr11	57236570	57265021	TMX2
NM_001206889	chr11	57285809	57343228	CTNND1
NM_001206888	chr11	57285809	57343228	CTNND1
NM_001206883	chr11	57285809	57343228	CTNND1
NM_001206884	chr11	57285809	57343228	CTNND1
NM_001206891	chr11	57285809	57343228	CTNND1
NM_001085462	chr11	57285809	57343228	CTNND1
NM_001085461	chr11	57285809	57343228	CTNND1
NM_001206885	chr11	57285809	57343228	CTNND1
NM_001206886	chr11	57285809	57343228	CTNND1
NM_001085459	chr11	57285809	57343228	CTNND1
NM_001085464	chr11	57285809	57343228	CTNND1
NM_001085458	chr11	57285809	57343228	CTNND1
NM_001085468	chr11	57285809	57343228	CTNND1
NM_001085466	chr11	57285809	57343228	CTNND1
NM_001085467	chr11	57285809	57343228	CTNND1
NM_001331	chr11	57285809	57343228	CTNND1
NM_001085463	chr11	57285809	57343228	CTNND1
NM_001085460	chr11	57285809	57343228	CTNND1
NM_001085465	chr11	57285809	57343228	CTNND1
NM_001206887	chr11	57285809	57343228	CTNND1
NM_001085469	chr11	57285809	57343228	CTNND1
NM_001206890	chr11	57285809	57343228	CTNND1
NM_001005186	chr11	57555000	57555954	OR6Q1
NM_001005211	chr11	57642547	57643492	OR9I1
NM_207374	chr11	57790839	57792308	OR10W1
NM_001004458	chr11	57738792	57739770	OR1S1
NM_001004459	chr11	57727251	57728229	OR1S2
NM_001004471	chr11	57751929	57752966	OR10Q1
NM_001005283	chr11	57714481	57715566	OR9Q2
NM_001005489	chr11	57882173	57883118	OR5B17
NM_001005469	chr11	57926513	57927458	OR5B3
NM_001005566	chr11	57946313	57947362	OR5B2
NM_001005218	chr11	58031224	58032154	OR5B21
NM_001004733	chr11	57963168	57964222	OR5B12
NR_024091	chr11	58103162	58149781	ZFP91-CNTF
NM_053023	chr11	58103162	58145599	ZFP91
NM_001197051	chr11	58103162	58145599	ZFP91
NM_000614	chr11	58146721	58149781	CNTF
NM_005838	chr11	58234136	58256023	GLYAT
NM_201648	chr11	58232805	58256023	GLYAT
NM_145016	chr11	58358115	58368573	GLYATL2
NM_001220496	chr11	58467297	58481123	GLYATL1
NM_080661	chr11	58467297	58481123	GLYATL1
NM_001142519	chr11	58666794	58679087	FAM111A
NM_001142521	chr11	58666794	58679087	FAM111A
NR_110184	chr11	58658021	58666857	LOC101927204
NM_001142704	chr11	58631233	58651464	FAM111B
NM_001142703	chr11	58631233	58651464	FAM111B
NM_001142520	chr11	58666794	58679087	FAM111A
NM_022074	chr11	58668827	58679087	FAM111A
NM_001312909	chr11	58666794	58679087	FAM111A
NM_198847	chr11	58668827	58679087	FAM111A
NM_001312911	chr11	58668827	58679087	FAM111A
NM_001312910	chr11	58666794	58679087	FAM111A
NM_198947	chr11	58631233	58651464	FAM111B
NM_001039396	chr11	58732558	58737070	MPEG1
NM_001004729	chr11	58888507	58889443	OR5AN1
NM_001004728	chr11	58967217	58968165	OR5A1
NM_001004708	chr11	58981009	58981954	OR4D6
NM_001001954	chr11	58946027	58947002	OR5A2
NM_001004706	chr11	59027624	59028560	OR4D11
NM_001004705	chr11	59001478	59002414	OR4D10
NM_001004711	chr11	59038961	59039906	OR4D9
NM_152716	chr11	59160767	59193087	PATL1
NM_001005324	chr11	59236964	59237894	OR10V1
NR_036120	chr11	59119125	59119207	MIR3162
NM_004177	chr11	59279107	59329931	STX3
NR_045005	chr11	59272860	59273630	OR10V2P
NM_017840	chr11	59330183	59334921	MRPL16
NM_001178040	chr11	59279107	59329931	STX3
NM_005142	chr11	59353321	59369550	GIF
NM_001062	chr11	59376856	59390617	TCN1
NM_006138	chr11	59580676	59595164	MS4A3
NM_001031809	chr11	59580676	59595164	MS4A3
NM_173801	chr11	59564323	59572092	OOSP2
NM_001256916	chr11	59612712	59622516	MS4A2
NM_001031666	chr11	59580676	59595164	MS4A3
NM_000139	chr11	59612712	59622516	MS4A2
NM_152852	chr11	59695655	59708715	MS4A6A
NM_152851	chr11	59695655	59707380	MS4A6A
NM_022349	chr11	59696546	59707380	MS4A6A
NM_001247999	chr11	59696546	59708715	MS4A6A
NM_139249	chr11	59858930	59865017	MS4A6E
NR_106758	chr11	59829719	59829748	MIR6503
NM_024021	chr11	59804589	59833021	MS4A4A
NM_148975	chr11	59804589	59833021	MS4A4A
NM_001243266	chr11	59804589	59833021	MS4A4A
NM_021201	chr11	59902533	59920002	MS4A7
NM_001079692	chr11	59920062	59941804	MS4A14
NR_049731	chr11	59920062	59941804	MS4A14
NM_206940	chr11	59902533	59920002	MS4A7
NM_206939	chr11	59902533	59920002	MS4A7
NM_206938	chr11	59902533	59920002	MS4A7
NM_001261827	chr11	59920062	59941804	MS4A14
NM_021950	chr11	59979857	59994801	MS4A1
NM_152866	chr11	59979857	59994801	MS4A1
NM_023945	chr11	59953637	59971841	MS4A5
NM_001261828	chr11	59920062	59941804	MS4A14
NM_032597	chr11	59920062	59941804	MS4A14
NR_049732	chr11	59920062	59941804	MS4A14
NR_049734	chr11	59920062	59941804	MS4A14
NR_049733	chr11	59920062	59941804	MS4A14
NM_001100909	chr11	60039461	60066767	MS4A13
NM_001012417	chr11	60039461	60066767	MS4A13
NM_001278320	chr11	60039461	60066767	MS4A13
NM_001310141	chr11	60248057	60268262	MS4A18
NM_031457	chr11	60223622	60239861	MS4A8
NM_206893	chr11	60309396	60325354	MS4A10
NM_207341	chr11	60391590	60399740	ZP1
NM_024098	chr11	60366004	60375137	CCDC86
NM_004778	chr11	60374973	60380020	PTGDR2
NM_016582	chr11	60461130	60475833	SLC15A3
NM_178031	chr11	60448488	60461207	TMEM132A
NM_001254751	chr11	60495688	60544424	CD6
NM_001254750	chr11	60495688	60544424	CD6
NM_006725	chr11	60495688	60544424	CD6
NM_017870	chr11	60448488	60461207	TMEM132A
NM_024092	chr11	60437946	60447491	TMEM109
NR_027391	chr11	60461130	60475833	SLC15A3
NR_045638	chr11	60495688	60544424	CD6
NM_017966	chr11	60654303	60685492	VPS37C
NM_014207	chr11	60626505	60651899	CD5
NM_001079808	chr11	60746396	60755743	PGA4
NM_014224	chr11	60765223	60775491	PGA5
NM_001079807	chr11	60727560	60736917	PGA3
NM_016499	chr11	60916440	60922911	TMEM216
NM_001173991	chr11	60916407	60922911	TMEM216
NR_028473	chr11	60886048	60893551	TMEM138
NM_001161454	chr11	60872795	60886331	CYB561A3
NM_001173990	chr11	60916407	60922911	TMEM216
NM_016464	chr11	60886048	60893551	TMEM138
NM_001161452	chr11	60872795	60880937	CYB561A3
NM_001923	chr11	60823494	60857260	DDB1
NM_015533	chr11	60857229	60872807	TKFC
NM_001300763	chr11	60872795	60886331	CYB561A3
NM_153611	chr11	60872795	60886331	CYB561A3
NR_039708	chr11	61032643	61032705	MIR4488
NM_017841	chr11	60954172	60970815	SDHAF2
NM_145017	chr11	61005160	61014976	PPP1R32
NM_001145077	chr11	61032847	61035066	LRRC10B
NM_001170753	chr11	61005160	61014976	PPP1R32
NR_110189	chr11	61112541	61131594	LOC101927495
NR_002775	chr11	61139083	61163497	RPLP0P2
NM_014206	chr11	61313177	61316661	TMEM258
NM_004111	chr11	61316684	61321290	FEN1
NM_013402	chr11	61323672	61341105	FADS1
NM_001127392	chr11	61276684	61312566	MYRF
NR_026882	chr11	61278076	61281712	DKFZP434K028
NM_013279	chr11	61279436	61312566	MYRF
NR_031729	chr11	61339208	61339288	MIR1908
NR_030342	chr11	61316542	61316609	MIR611
NM_004265	chr11	61352080	61391402	FADS2
NM_013401	chr11	61421343	61441657	RAB3IL1
NM_021727	chr11	61397570	61415593	FADS3
NR_106804	chr11	61402263	61402326	MIR6746
NM_001271686	chr11	61421343	61444317	RAB3IL1
NM_002032	chr11	61488332	61491708	FTH1
NM_004183	chr11	61473931	61488511	BEST1
NM_001300786	chr11	61473931	61488511	BEST1
NM_001139443	chr11	61473931	61487642	BEST1
NM_001300787	chr11	61473931	61488511	BEST1
NR_134580	chr11	61473931	61488511	BEST1
NM_001040694	chr11	61648020	61677211	INCENP
NM_006552	chr11	61714285	61717585	SCGB1D1
NM_020238	chr11	61648020	61677211	INCENP
NM_002411	chr11	61794202	61797205	SCGB2A2
NM_206998	chr11	61820329	61823112	SCGB1D4
NM_006551	chr11	61766299	61768856	SCGB1D2
NM_003357	chr11	61943082	61947254	SCGB1A1
NM_001404	chr11	62083648	62098036	EEF1G
NM_001620	chr11	62039949	62070908	AHNAK
NR_037427	chr11	62084210	62084354	MIR3654
NM_004739	chr11	62117250	62125888	MTA2
NM_022830	chr11	62099092	62115685	TUT1
NR_106805	chr11	62091058	62091119	MIR6747
NR_004390	chr11	62189469	62189618	SNORA57
NM_203422	chr11	62210449	62213947	LRRN4CL
NM_001085372	chr11	62195701	62197738	UQCC3
NR_037949	chr11	62214309	62233667	BSCL2
NR_037948	chr11	62214309	62233667	BSCL2
NM_001043229	chr11	62189354	62191499	METTL12
NM_001286078	chr11	62200545	62203165	UBXN1
NM_001286077	chr11	62200545	62203165	UBXN1
NM_001130702	chr11	62214309	62230363	BSCL2
NM_015853	chr11	62200545	62203165	UBXN1
NM_000327	chr11	62136788	62139168	ROM1
NM_024099	chr11	62186864	62195817	LBHD1
NM_032667	chr11	62214309	62230363	BSCL2
NM_012202	chr11	62231641	62233254	GNG3
NM_001122955	chr11	62214309	62231755	BSCL2
NR_037946	chr11	62214309	62251432	HNRNPUL2-BSCL2
NM_001286086	chr11	62186864	62189264	C11orf98
NM_001288722	chr11	62139343	62146223	B3GAT3
NM_030628	chr11	62170895	62177350	INTS5
NR_104414	chr11	62186864	62189264	C11orf98
NM_001288721	chr11	62139343	62146223	B3GAT3
NM_001079559	chr11	62236672	62251433	HNRNPUL2
NM_198334	chr11	62148873	62170774	GANAB
NM_198335	chr11	62148873	62170774	GANAB
NM_001278194	chr11	62148873	62170774	GANAB
NM_001278193	chr11	62148873	62170774	GANAB
NM_001278192	chr11	62148873	62170774	GANAB
NM_012200	chr11	62139343	62146223	B3GAT3
NM_001288723	chr11	62139343	62146223	B3GAT3
NR_109991	chr11	62139343	62146223	B3GAT3
NR_002565	chr11	62379612	62379679	SNORD25
NR_002563	chr11	62379059	62379131	SNORD27
NR_002561	chr11	62377710	62377780	SNORD30
NM_001244666	chr11	62330907	62356139	STX5
NM_018093	chr11	62356952	62364204	WDR74
NR_002562	chr11	62378668	62378743	SNORD28
NR_002560	chr11	62377373	62377441	SNORD31
NM_001307977	chr11	62356952	62363707	WDR74
NR_106769	chr11	62316749	62316819	MIR6514
NM_001080501	chr11	62314362	62316062	TMEM223
NM_024784	chr11	62275010	62278232	ZBTB3
NR_002564	chr11	62379339	62379414	SNORD26
NM_006473	chr11	62295350	62311389	TAF6L
NR_002559	chr11	62377951	62378016	SNORD29
NM_006362	chr11	62316173	62329540	NXF1
NR_003098	chr11	62376035	62379936	SNHG1
NM_001081491	chr11	62316173	62329540	NXF1
NM_003164	chr11	62330907	62356139	STX5
NM_199337	chr11	62311449	62314448	TMEM179B
NR_000008	chr11	62376957	62377083	SNORD22
NR_106806	chr11	62313862	62313933	MIR6748
NM_002696	chr11	62285586	62290763	POLR2G
NR_135084	chr11	62356281	62358089	LOC105369332
NM_153276	chr11	62500644	62509071	SLC22A6
NM_153278	chr11	62500644	62509071	SLC22A6
NM_153277	chr11	62500644	62509071	SLC22A6
NM_000738	chr11	62432726	62445588	CHRM1
NM_004790	chr11	62500644	62509071	SLC22A6
NM_001013251	chr11	62404919	62412931	SLC3A2
NR_037193	chr11	62405746	62412931	SLC3A2
NM_199352	chr11	62687871	62753700	SLC22A25
NM_001039752	chr11	62814005	62835822	SLC22A10
NR_134874	chr11	62813994	62835822	SLC22A10
NM_001142535	chr11	63030099	63040822	LGALS12
NM_001146729	chr11	62985451	63015256	HRASLS5
NM_001146728	chr11	62985451	63015256	HRASLS5
NM_033101	chr11	63030099	63040822	LGALS12
NM_001142538	chr11	63032034	63040822	LGALS12
NM_001142537	chr11	63032034	63040822	LGALS12
NM_001142536	chr11	63030099	63040822	LGALS12
NM_054108	chr11	62985451	63015256	HRASLS5
NM_007069	chr11	63098519	63138485	PLA2G16
NM_004585	chr11	63060848	63070506	RARRES3
NM_017878	chr11	63076817	63087431	HRASLS2
NM_001128203	chr11	63098519	63138517	PLA2G16
NM_006054	chr11	63205497	63283939	RTN3
NM_001265590	chr11	63205497	63283939	RTN3
NM_001265589	chr11	63205497	63283939	RTN3
NM_001144936	chr11	63283939	63292689	C11orf95
NM_001265591	chr11	63205497	63283939	RTN3
NM_201430	chr11	63205497	63283939	RTN3
NM_201429	chr11	63205497	63283939	RTN3
NM_201428	chr11	63205497	63283939	RTN3
NR_049751	chr11	63205497	63283939	RTN3
NR_049750	chr11	63205497	63283939	RTN3
NM_138471	chr11	63337421	63351766	C11orf84
NM_001163296	chr11	63362975	63435068	MARK2
NM_017490	chr11	63412562	63435068	MARK2
NM_004954	chr11	63362975	63435068	MARK2
NM_001163297	chr11	63362975	63435068	MARK2
NM_001039469	chr11	63362975	63435068	MARK2
NM_017670	chr11	63509900	63522468	OTUB1
NM_001300800	chr11	63463378	63481367	NAA40
NM_024771	chr11	63463017	63481367	NAA40
NM_004074	chr11	63498654	63500591	COX8A
NR_003089	chr11	63509900	63522468	OTUB1
NM_013280	chr11	63627937	63643221	FLRT1
NM_001128613	chr11	63750321	63754064	NUDT22
NM_001128612	chr11	63750305	63754064	NUDT22
NM_001177358	chr11	63808858	63813548	GPR137
NM_001243733	chr11	63758631	63763312	VEGFB
NM_001033678	chr11	63747846	63750302	TRPT1
NM_031472	chr11	63747846	63750302	TRPT1
NM_031471	chr11	63730727	63747939	FERMT3
NM_001282652	chr11	63709319	63728596	STIP1
NM_004470	chr11	63764988	63768183	FKBP2
NM_001282653	chr11	63710162	63728596	STIP1
NM_033310	chr11	63815368	63824079	KCNK4
NM_032989	chr11	63793875	63808752	BAD
NM_001271831	chr11	63750305	63754064	NUDT22
NM_003377	chr11	63758631	63763312	VEGFB
NM_001184883	chr11	63775570	63793500	PLCB3
NM_001160393	chr11	63747846	63749917	TRPT1
NM_001160392	chr11	63747846	63750302	TRPT1
NM_020155	chr11	63810157	63813548	GPR137
NM_001170726	chr11	63808386	63813548	GPR137
NM_001317090	chr11	63816057	63824079	KCNK4
NM_001135208	chr11	63765179	63768183	FKBP2
NM_032344	chr11	63750321	63754064	NUDT22
NM_005528	chr11	63754328	63758329	DNAJC4
NM_001307981	chr11	63754479	63758329	DNAJC4
NM_001039496	chr11	63824438	63828815	TEX40
NM_001316314	chr11	63775570	63793500	PLCB3
NM_001160389	chr11	63747846	63750302	TRPT1
NM_001160390	chr11	63747846	63750302	TRPT1
NM_001307980	chr11	63754479	63758329	DNAJC4
NM_000932	chr11	63775570	63793500	PLCB3
NM_001170881	chr11	63808860	63813548	GPR137
NM_001170880	chr11	63810157	63813548	GPR137
NM_006819	chr11	63710162	63728596	STIP1
NM_004322	chr11	63793875	63808752	BAD
NM_178443	chr11	63730727	63747939	FERMT3
NM_138689	chr11	63768526	63770989	PPP1R14B
NM_057092	chr11	63766163	63768183	FKBP2
NR_133662	chr11	63815769	63828817	KCNK4-TEX40
NR_133661	chr11	63815779	63824059	KCNK4
NR_133660	chr11	63815349	63824076	KCNK4
NR_135087	chr11	63769913	63772262	LOC105369340
NR_135086	chr11	63771101	63772262	LOC105369340
NM_001300802	chr11	63883200	63896263	RPS6KA4
NM_016404	chr11	63840539	63842132	TRMT112
NM_003942	chr11	63883200	63896263	RPS6KA4
NM_001286084	chr11	63840539	63842132	TRMT112
NM_001286082	chr11	63840539	63842132	TRMT112
NR_031602	chr11	63892649	63892751	MIR1237
NM_181651	chr11	63842135	63845871	PRDX5
NM_012094	chr11	63842135	63845871	PRDX5
NM_001006944	chr11	63883200	63896263	RPS6KA4
NM_181652	chr11	63842135	63845871	PRDX5
NM_032251	chr11	63864265	63881582	CCDC88B
NR_106977	chr11	63865896	63865952	MIR7155
NM_001318361	chr11	63883200	63896263	RPS6KA4
NR_073177	chr11	63973104	63975704	LOC100996455
NM_153378	chr11	64114857	64126401	SLC22A12
NM_138734	chr11	64130221	64167363	NRXN2
NM_001276327	chr11	64114857	64126401	SLC22A12
NM_001276326	chr11	64114857	64126401	SLC22A12
NM_144585	chr11	64114857	64126401	SLC22A12
NM_000244	chr11	64327561	64334764	MEN1
NM_001178031	chr11	64288651	64301808	SF1
NM_004579	chr11	64313148	64327302	MAP4K2
NM_001098671	chr11	64250958	64268206	RASGRP2
NM_153819	chr11	64250958	64269504	RASGRP2
NM_130804	chr11	64327561	64335342	MEN1
NM_130803	chr11	64327561	64335342	MEN1
NM_130802	chr11	64327561	64334789	MEN1
NM_130801	chr11	64327561	64334611	MEN1
NM_130800	chr11	64327561	64334611	MEN1
NM_005609	chr11	64270436	64284763	PYGM
NM_001164716	chr11	64270436	64284763	PYGM
NM_001178030	chr11	64288651	64302514	SF1
NM_001307990	chr11	64313148	64327302	MAP4K2
NM_004630	chr11	64288651	64302892	SF1
NM_201998	chr11	64288651	64302892	SF1
NM_201997	chr11	64288651	64302892	SF1
NM_201995	chr11	64288651	64302892	SF1
NM_001098670	chr11	64250958	64268905	RASGRP2
NR_033650	chr11	64288651	64302892	SF1
NR_033649	chr11	64288651	64302892	SF1
NM_130799	chr11	64327561	64334764	MEN1
NM_001318398	chr11	64250958	64268206	RASGRP2
NM_130769	chr11	64458518	64459936	GPHA2
NM_006795	chr11	64376774	64402816	EHD1
NM_015104	chr11	64418579	64441298	ATG2A
NM_006244	chr11	64448718	64458526	PPP2R5B
NR_029578	chr11	64415184	64415294	MIR192
NR_029829	chr11	64415402	64415487	MIR194-2
NM_001282445	chr11	64376774	64403761	EHD1
NM_001282444	chr11	64376774	64403761	EHD1
NR_106808	chr11	64422410	64422485	MIR6750
NR_106807	chr11	64426434	64426503	MIR6749
NR_133639	chr11	64412505	64417497	MIR194-2HG
NR_133640	chr11	64412505	64417497	MIR194-2HG
NR_133638	chr11	64414733	64417497	MIR194-2HG
NM_005468	chr11	64568870	64582585	NAALADL1
NM_001199745	chr11	64538160	64546233	ARL2
NM_006782	chr11	64608269	64612450	ZFPL1
NM_013306	chr11	64551455	64564620	SNX15
NM_147777	chr11	64551455	64564620	SNX15
NM_138456	chr11	64511992	64521093	BATF2
NM_001667	chr11	64538160	64546233	ARL2
NM_001300807	chr11	64511992	64514325	BATF2
NM_013299	chr11	64564951	64568876	SAC3D1
NM_080668	chr11	64601502	64608191	CDCA5
NM_001242631	chr11	64612419	64613157	TMEM262
NM_001282448	chr11	64612419	64613157	TMEM262
NM_001300808	chr11	64511992	64514325	BATF2
NR_106939	chr11	64542552	64542618	MIR6879
NR_037650	chr11	64538160	64564620	ARL2-SNX15
NR_040008	chr11	64705879	64736053	CAPN1
NM_001198868	chr11	64705261	64736053	CAPN1
NM_032431	chr11	64651326	64658579	SYVN1
NM_014205	chr11	64640450	64641786	ZNHIT2
NM_005186	chr11	64705879	64736053	CAPN1
NR_102367	chr11	64635901	64640283	TM7SF2
NM_001277233	chr11	64635901	64640283	TM7SF2
NM_001997	chr11	64644674	64646248	FAU
NM_003273	chr11	64635901	64640283	TM7SF2
NM_001008778	chr11	64694282	64697264	SPDYC
NM_004927	chr11	64646291	64651417	MRPL49
NM_001198869	chr11	64705725	64736053	CAPN1
NM_172230	chr11	64651326	64658579	SYVN1
NR_073519	chr11	64620162	64635908	VPS51
NR_106809	chr11	64653963	64654026	MIR6751
NM_013265	chr11	64620162	64635908	VPS51
NR_037568	chr11	64646291	64651417	MRPL49
NR_037567	chr11	64646230	64651417	MRPL49
NM_002689	chr11	64785898	64822732	POLA2
NM_006779	chr11	64838864	64846476	CDC42EP2
NM_006268	chr11	64857800	64877027	DPF2
NM_001077241	chr11	64899238	64906721	SLC25A45
NM_001300833	chr11	64910616	64937571	FRMD8
NM_001278251	chr11	64899238	64907748	SLC25A45
NM_001300820	chr11	64899238	64906433	SLC25A45
NM_182556	chr11	64899238	64906721	SLC25A45
NM_001278250	chr11	64899238	64906433	SLC25A45
NR_131012	chr11	64946844	64969585	NEAT1
NR_028272	chr11	64946844	64950579	NEAT1
NM_031904	chr11	64910616	64937571	FRMD8
NR_030343	chr11	64968504	64968604	MIR612
NM_001300832	chr11	64910616	64937571	FRMD8
NM_001099409	chr11	65100084	65116692	EHBP1L1
NM_033455	chr11	65116901	65120043	KCNK7
NM_033348	chr11	65116901	65120043	KCNK7
NM_020680	chr11	65049123	65062758	SCYL1
NM_001048218	chr11	65049123	65062758	SCYL1
NM_021070	chr11	65062605	65082275	LTBP3
NM_005714	chr11	65116901	65120043	KCNK7
NM_001098785	chr11	65096395	65098245	FAM89B
NM_006396	chr11	65094505	65095935	SSSCA1
NM_001130144	chr11	65062605	65082275	LTBP3
NM_001164266	chr11	65062605	65082275	LTBP3
NM_001098784	chr11	65096395	65098245	FAM89B
NM_033347	chr11	65116901	65120043	KCNK7
NM_002419	chr11	65121801	65138296	MAP3K11
NR_038923	chr11	65093266	65094460	SSSCA1-AS1
NM_152832	chr11	65096395	65098245	FAM89B
NR_002819	chr11	65021808	65030559	MALAT1
NM_001303024	chr11	65094505	65095935	SSSCA1
NM_182710	chr11	65236048	65243653	KAT5
NM_182709	chr11	65236048	65243653	KAT5
NM_001243985	chr11	65177642	65187019	RELA
NM_001145138	chr11	65177642	65187019	RELA
NM_006747	chr11	65162153	65174967	SIPA1
NR_039709	chr11	65173238	65173300	MIR4489
NM_153253	chr11	65164167	65174967	SIPA1
NM_006388	chr11	65236048	65243653	KAT5
NM_021975	chr11	65177642	65187019	RELA
NM_001243984	chr11	65177642	65187019	RELA
NR_039839	chr11	65160356	65160416	MIR4690
NM_032193	chr11	65241719	65244985	RNASEH2C
NM_001206833	chr11	65236048	65243653	KAT5
NM_005507	chr11	65378860	65382380	CFL1
NR_037718	chr11	65390487	65396981	EFEMP2
NR_108085	chr11	65313047	65314915	OVOL1-AS1
NM_152760	chr11	65357985	65377748	SNX32
NM_138368	chr11	65297944	65304638	AP5B1
NM_016938	chr11	65390487	65396981	EFEMP2
NM_025128	chr11	65384447	65390490	MUS81
NM_004561	chr11	65311080	65321266	OVOL1
NR_031600	chr11	65311040	65311060	MIR1234
NM_001242485	chr11	65520591	65526213	EIF1AD
NM_198897	chr11	65407786	65412586	FIBP
NM_001242481	chr11	65520591	65526213	EIF1AD
NM_006442	chr11	65443303	65445624	DRAP1
NM_003860	chr11	65526125	65528193	BANF1
NM_005438	chr11	65416182	65424573	FOSL1
NM_032325	chr11	65520591	65526213	EIF1AD
NM_001135635	chr11	65440858	65443107	C11orf68
NM_031450	chr11	65440858	65443107	C11orf68
NM_001242486	chr11	65520591	65526213	EIF1AD
NM_001300844	chr11	65416182	65424573	FOSL1
NM_001143985	chr11	65526125	65528193	BANF1
NM_004214	chr11	65407786	65412586	FIBP
NM_001300855	chr11	65416182	65424573	FOSL1
NM_001242484	chr11	65520591	65526213	EIF1AD
NM_005146	chr11	65485735	65504183	SART1
NM_001300857	chr11	65416182	65424573	FOSL1
NM_001300856	chr11	65416182	65424573	FOSL1
NM_001242482	chr11	65520591	65526213	EIF1AD
NM_001242483	chr11	65520591	65526213	EIF1AD
NM_006848	chr11	65414450	65415682	CCDC85B
NM_152762	chr11	65469690	65484010	TSGA10IP
NR_125339	chr11	65416182	65424573	FOSL1
NM_033036	chr11	65564811	65573227	GAL3ST3
NM_053054	chr11	65540798	65550564	CATSPER1
NM_006842	chr11	65576391	65592958	SF3B2
NM_001323	chr11	65536037	65537552	CST6
NM_001134774	chr11	65781749	65791908	KLC2
NM_001134776	chr11	65781666	65791907	KLC2
NM_001134775	chr11	65781340	65791907	KLC2
NM_022822	chr11	65781749	65791907	KLC2
NM_001318734	chr11	65781749	65791907	KLC2
NM_001300869	chr11	65886567	65896523	SLC29A2
NM_001300868	chr11	65886567	65896523	SLC29A2
NR_073079	chr11	65802247	65808261	CNIH2
NR_073078	chr11	65802247	65808261	CNIH2
NM_153266	chr11	65815948	65820711	TMEM151A
NM_020404	chr11	65838533	65841091	CD248
NM_015399	chr11	65861379	65869158	BRMS1
NM_004292	chr11	65856117	65860576	RIN1
NM_001024957	chr11	65861379	65869158	BRMS1
NR_125343	chr11	65886567	65895867	SLC29A2
NM_001532	chr11	65886567	65895867	SLC29A2
NM_006876	chr11	65869418	65871737	B4GAT1
NM_001300861	chr11	65808626	65813214	YIF1A
NM_182553	chr11	65802247	65808261	CNIH2
NM_020470	chr11	65808626	65813214	YIF1A
NR_120586	chr11	65997536	66004296	LOC101928069
NM_145065	chr11	65990911	66001384	PELI3
NM_024649	chr11	66034694	66057660	BBS1
NM_001243135	chr11	65990373	66001384	PELI3
NM_016050	chr11	65959121	65962895	MRPL11
NM_005700	chr11	66004059	66033706	DPP3
NR_120589	chr11	65959121	65962895	MRPL11
NR_120588	chr11	65959121	65962895	MRPL11
NM_178864	chr11	65945050	65950753	NPAS4
NM_001098510	chr11	65990911	66001384	PELI3
NM_001256670	chr11	66004059	66033706	DPP3
NM_001243136	chr11	65990911	66001384	PELI3
NM_170739	chr11	65959121	65962895	MRPL11
NM_170738	chr11	65959121	65962895	MRPL11
NM_130443	chr11	66004059	66033706	DPP3
NM_001318804	chr11	65945050	65950753	NPAS4
NM_001258371	chr11	66070441	66087376	ACTN3
NM_001104	chr11	66070887	66087376	ACTN3
NM_001198846	chr11	66140628	66170520	RBM14-RBM4
NM_001198845	chr11	66140628	66170520	RBM14-RBM4
NM_001198843	chr11	66162663	66170520	RBM4
NM_207340	chr11	66063310	66070247	ZDHHC24
NM_002896	chr11	66162663	66170520	RBM4
NM_005125	chr11	66117265	66130066	CCS
NM_001198837	chr11	66140628	66153973	RBM14
NM_001198836	chr11	66140628	66153973	RBM14
NM_003793	chr11	66087510	66092623	CTSF
NM_018219	chr11	66114215	66117130	CCDC87
NM_006328	chr11	66140628	66153973	RBM14
NR_047663	chr11	66070887	66087376	ACTN3
NM_006946	chr11	66209295	66245446	SPTBN2
NM_001032279	chr11	66367458	66370579	RCE1
NM_005133	chr11	66367458	66370579	RCE1
NM_022172	chr11	66372572	66431916	PC
NM_024036	chr11	66381451	66384522	LRFN4
NM_001177880	chr11	66546765	66574910	SYT12
NM_001136485	chr11	66499329	66501055	C11orf86
NM_177963	chr11	66547391	66574910	SYT12
NR_106920	chr11	66569689	66569755	MIR6860
NM_001318773	chr11	66546765	66574910	SYT12
NM_001318775	chr11	66547391	66574910	SYT12
NM_017857	chr11	66827494	66836654	SSH3
NR_030767	chr11	66813391	66826531	ANKRD13D
NM_001619	chr11	66790480	66810605	ADRBK1
NM_001256405	chr11	66764081	66782126	KDM2A
NM_207354	chr11	66813337	66826531	ANKRD13D
NM_001018070	chr11	66962093	66967868	CORO1B
NM_004584	chr11	66915998	66922459	RAD9A
NM_020811	chr11	66939724	66949654	CARNS1
NM_206997	chr11	66975347	66976776	GPR152
NM_005608	chr11	66959556	66961729	PTPRCAP
NM_002708	chr11	66922227	66925952	PPP1CA
